,Field,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
372,ag,30,"M Qasim, S Gulzar, MA Khan",Halophytes as medicinal plants,2011,"NAM Meeting in Denizli, Turkey",researchgate.net,https://www.researchgate.net/profile/M_Khan20/publication/236655177_Halophytes_as_Medicinal_Plants/links/02e7e518b3cc24ccfb000000.pdf,"https://scholar.google.com/scholar?cites=7574693217027334407&as_sdt=2005&sciodt=0,5&hl=en",325,2019-09-07 23:36:05,PDF,,,,,,,,30,3.75,10,3,8
792,rest,0,PL Radhouane,WHY DON'T ADAPT TUNISIAN AGRICULTURE TO CLIMATE CHANGE? 3. MITIGATION ET ADAPTATION,,researchgate.net,,https://www.researchgate.net/profile/Leila_Radhouane/publication/328066016_WHY_DON%27T_ADAPT_TUNISIAN_AGRICULTURE_TO_CLIMATE_CHANGE_3_MITIGATION_ET_ADAPTATION/links/5bb5eac045851574f7f865e6/WHY-DONT-ADAPT-TUNISIAN-AGRICULTURE-TO-CLIMATE-CHANGE-3-MITIGATION-ET-ADAPTATION.pdf,,325,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,1,
553,rest,40,"H Dimitroula, E Syranidou, E Manousaki…",Mitigation measures for chromium-VI contaminated groundwater–the role of endophytic bacteria in rhizofiltration,2015,Journal of hazardous …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0304389414006608,"https://scholar.google.com/scholar?cites=10634524007043865440&as_sdt=2005&sciodt=0,5&hl=en",326,2019-09-07 23:54:23,,,,,,,,,40,10,10,4,4
687,ag,4,"S Arora, GG Rao",Bio-amelioration of salt-affected soils through halophyte plant species,2017,Bioremediation of Salt Affected Soils: An Indian …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-48257-6_4,"https://scholar.google.com/scholar?cites=6825733354968734391&as_sdt=2005&sciodt=0,5&hl=en",326,2019-09-07 23:36:05,,,,,,,,,4,2,2,2,2
466,ag,76,"D Katschnig, R Broekman, J Rozema","Salt tolerance in the halophyte Salicornia dolichostachya Moss: growth, morphology and physiology",2013,Environmental and Experimental …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0098847212000895,"https://scholar.google.com/scholar?cites=15740620049708544380&as_sdt=2005&sciodt=0,5&hl=en",327,2019-09-07 23:36:05,,,,,,,,,76,12.67,25,3,6
761,rest,0,"A Litalien, B Zeeb",Curing the earth: A review of anthropogenic soil salinization and plant-based strategies for sustainable mitigation,2019,Science of The Total Environment,Elsevier,https://www.sciencedirect.com/science/article/pii/S0048969719342184,,327,2019-09-07 23:54:23,,,,,,,,,0,0,0,2,1
89,ag,16,"H Schmeisky, G Podlacha",Natural revegetation of saline waste dumps—drought tolerant specialists and halophytes,2000,Landscape and urban planning,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169204600001067,"https://scholar.google.com/scholar?cites=282777686643047248&as_sdt=2005&sciodt=0,5&hl=en",328,2019-09-07 23:36:05,,,,,,,,,16,0.84,8,2,19
608,rest,0,"MML Hosen, MS Islam, MN Uddin…",Effect of Sodium Chloride on Growth and Development of Sodium Accumulating Halophytes in Saline Water,2016,Journal of Environmental …,banglajol.info,https://www.banglajol.info/index.php/JESNR/article/view/30284,,328,2019-09-07 23:54:23,,,,,,,,,0,0,0,4,3
200,ag,7,"AA Al-Jaloud, G Hussain",Sabkha ecosystem and halophyte plant communities in Saudi Arabia,2006,Sabkha ecosystems,Springer,https://link.springer.com/chapter/10.1007/978-1-4020-5072-5_1,"https://scholar.google.com/scholar?cites=16730381553355823637&as_sdt=2005&sciodt=0,5&hl=en",329,2019-09-07 23:36:05,,,,,,,,,7,0.54,4,2,13
554,rest,0,"S Arora, YP Singh, AK Singh",Advanced Techniques for Bioremediation and Management of Salt Affected Soils,2015,,researchgate.net,https://www.researchgate.net/profile/D_Sharma6/publication/305033658_Sustainable_Management_of_Salt-Affected_Soils_A_Brief_Review_of_the_Work_done_in_India/links/57862bc508aec5c2e4e2dc25.pdf,,329,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,3,4
116,ag,95,SW Breckle,"Salinity, halophytes and salt affected natural ecosystems",2002,Salinity: environment-plants-molecules,Springer,https://link.springer.com/chapter/10.1007/0-306-48155-3_3,"https://scholar.google.com/scholar?cites=12903514814626101732&as_sdt=2005&sciodt=0,5&hl=en",330,2019-09-07 23:36:05,,,,,,,,,95,5.59,95,1,17
609,rest,20,"A Heckenroth, J Rabier, T Dutoit, F Torre…",Selection of native plants with phytoremediation potential for highly contaminated Mediterranean soil restoration: Tools for a non-destructive and integrative approach,2016,Journal of environmental …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0301479716306788,"https://scholar.google.com/scholar?cites=2094028150749944646&as_sdt=2005&sciodt=0,5&hl=en",330,2019-09-07 23:54:23,,,,,,,,,20,6.67,4,5,3
333,ag,124,"N Trabelsi, W Megdiche, R Ksouri, H Falleh, ...",Solvent effects on phenolic contents and biological activities of the halophyte Limoniastrum monopetalum leaves,2010,LWT-Food Science and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0023643809003090,"https://scholar.google.com/scholar?cites=13238937009315346102&as_sdt=2005&sciodt=0,5&hl=en",331,2019-09-07 23:36:05,,,,,,,,,124,13.78,25,5,9
390,rest,16,"CMM de Souza Silva, EF Fay",Effect of salinity on soil microorganisms,2012,Soil health and land use …,books.google.com,https://books.google.com/books?hl=en&lr=&id=xeGdDwAAQBAJ&oi=fnd&pg=PA177&dq=halophyte+restoration+remediation&ots=Oljk5uzNEb&sig=Nkl4FcDpJdc2jc0U937WXng2eug,"https://scholar.google.com/scholar?cites=17028550292402805727&as_sdt=2005&sciodt=0,5&hl=en",331,2019-09-07 23:54:23,,,,,,,,,16,2.29,8,2,7
434,rest,0,AC da Silva Rocha,Investigation of exudation from marsh plants and microorganisms and their role on bioavailability and remediation of pollutants,2013,,repositorio-aberto.up.pt,https://repositorio-aberto.up.pt/bitstream/10216/68954/2/24458.pdf,,332,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,1,6
688,ag,22,"L Barreira, E Resek, MJ Rodrigues, MI Rocha, ...",Halophytes: Gourmet food with nutritional health benefits?,2017,Journal of Food …,Elsevier,https://www.sciencedirect.com/science/article/pii/S088915751730042X,"https://scholar.google.com/scholar?cites=9995212852611221291&as_sdt=2005&sciodt=0,5&hl=en",332,2019-09-07 23:36:05,,,,,,,,,22,11,4,5,2
297,ag,58,"N Bazihizina, TD Colmer, ...","Response to non-uniform salinity in the root zone of the halophyte Atriplex nummularia: growth, photosynthesis, water relations and tissue ion concentrations",2009,Annals of Botany,academic.oup.com,https://academic.oup.com/aob/article-abstract/104/4/737/153266,"https://scholar.google.com/scholar?cites=4260622199764842512&as_sdt=2005&sciodt=0,5&hl=en",333,2019-09-07 23:36:05,,,,,,,,,58,5.8,19,3,10
555,rest,1,"Y Shen, X Zhang, J Wang, P Shi, Y He, Z Shen…",Ecological Restoration in the Typical Areas,2015,… Ecology Research in …,Springer,https://link.springer.com/chapter/10.1007/978-3-662-48376-3_11,"https://scholar.google.com/scholar?cites=7760447080047001345&as_sdt=2005&sciodt=0,5&hl=en",333,2019-09-07 23:54:23,,,,,,,,,1,0.25,0,7,4
,ag,63,TH Kearney,Are plants of sea beaches and dunes true halophytes?,,Botanical Gazette,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/pdfplus/10.1086/328507,"https://scholar.google.com/scholar?cites=15202806011630837128&as_sdt=2005&sciodt=0,5&hl=en",334,2019-09-07 23:36:05,PDF,,,,,,,,63,0.55,63,1,115
762,rest,0,"A Atia, A Debez, M Rabhi, Z Barhoumi…",Salt Tolerance and Potential Uses,2019,… : Volume VI: Asia …,books.google.com,https://books.google.com/books?hl=en&lr=&id=K42nDwAAQBAJ&oi=fnd&pg=PA222&dq=halophyte+restoration+remediation&ots=Fe9uLkOmV0&sig=J64mHN4WK0wuoHg9IgqCaaON50U,,334,2019-09-07 23:54:23,,,,,,,,,0,0,0,5,1
574,ag,4,"MA Khan, M Ozturk, B Gul, MZ Ahmed",Halophytes for food security in dry lands,2015,,books.google.com,https://books.google.com/books?hl=en&lr=&id=29yoBAAAQBAJ&oi=fnd&pg=PP1&dq=halophyte+agriculture&ots=fnQJEZv5FJ&sig=Fnez6mlPfkhmHxB0r4kYZUrfOVQ,"https://scholar.google.com/scholar?cites=9354079881054508619&as_sdt=2005&sciodt=0,5&hl=en",335,2019-09-07 23:36:05,BOOK,,,,,,,,4,1,1,4,4
763,rest,0,"KA Sarpong, A Amiri, S Ellis, OJ Idowu…",Short-term leachability of salts from Atriplex-derived biochars,2019,Science of The Total …,researchgate.net,https://www.researchgate.net/profile/Ali_Amiri18/publication/333876970_Short-term_leachability_of_salts_from_Atriplex-derived_biochars/links/5d1410aa299bf1547c821f6e/Short-term-leachability-of-salts-from-Atriplex-derived-biochars.pdf,,335,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,5,1
208,rest,677,"MO Mendez, RM Maier",Phytostabilization of mine tailings in arid and semiarid environments—an emerging remediation technology,2007,Environmental health perspectives,ehp.niehs.nih.gov,https://ehp.niehs.nih.gov/doi/abs/10.1289/ehp.10608,"https://scholar.google.com/scholar?cites=15062488661817165084&as_sdt=2005&sciodt=0,5&hl=en",336,2019-09-07 23:54:23,,,,,,,,,677,56.42,339,2,12
526,ag,48,"S Arora, PN Patel, MJ Vanza, GG Rao",Isolation and characterization of endophytic bacteria colonizing halophyte and other salt tolerant plant species from coastal Gujarat,2014,,krishi.icar.gov.in,http://krishi.icar.gov.in/jspui/handle/123456789/7270,"https://scholar.google.com/scholar?cites=4335589949180741302&as_sdt=2005&sciodt=0,5&hl=en",336,2019-09-07 23:36:05,,,,,,,,,48,9.6,12,4,5
355,rest,131,"M Gräfe, C Klauber",Bauxite residue issues: IV. Old obstacles and new pathways for in situ residue bioremediation,2011,Hydrometallurgy,Elsevier,https://www.sciencedirect.com/science/article/pii/S0304386X11000442,"https://scholar.google.com/scholar?cites=4097172800733644828&as_sdt=2005&sciodt=0,5&hl=en",337,2019-09-07 23:54:23,,,,,,,,,131,16.38,66,2,8
527,ag,109,"S Shabala, J Bose, R Hedrich",Salt bladders: do they matter?,2014,Trends in plant science,Elsevier,https://www.sciencedirect.com/science/article/pii/S136013851400226X,"https://scholar.google.com/scholar?cites=2011923173285233458&as_sdt=2005&sciodt=0,5&hl=en",337,2019-09-07 23:36:05,,,,,,,,,109,21.8,36,3,5
176,rest,2,"M Czakó, X Feng, Y He, S Gollapudi…",In vitro Propagation of Wetland Monocots for Phytoremediation,2006,Phytoremediation …,Springer,https://link.springer.com/content/pdf/10.1007/978-1-4020-4999-4_15.pdf,"https://scholar.google.com/scholar?cites=4781144296186855448&as_sdt=2005&sciodt=0,5&hl=en",338,2019-09-07 23:54:23,,,,,,,,,2,0.15,0,5,13
467,ag,90,"HW Koyro, T Hussain, B Huchzermeyer, ...",Photosynthetic and growth responses of a perennial halophytic grass Panicum turgidum to increasing NaCl concentrations,2013,… and Experimental Botany,Elsevier,https://www.sciencedirect.com/science/article/pii/S0098847213000348,"https://scholar.google.com/scholar?cites=4611147766777848351&as_sdt=2005&sciodt=0,5&hl=en",338,2019-09-07 23:36:05,,,,,,,,,90,15,23,4,6
334,ag,18,"MA Eid, SS Eisa","The use of some halophytic plants to reduce Zn, Cu and Ni in soil.",2010,Australian Journal of Basic and Applied Sciences,cabdirect.org,https://www.cabdirect.org/cabdirect/abstract/20103359580,"https://scholar.google.com/scholar?cites=5022545539627677033&as_sdt=2005&sciodt=0,5&hl=en",339,2019-09-07 23:36:05,,,,,,,,,18,2,9,2,9
391,rest,70,"O Shelef, A Gross, S Rachmilevitch",The use of Bassia indica for salt phytoremediation in constructed wetlands,2012,water research,Elsevier,https://www.sciencedirect.com/science/article/pii/S0043135412003478,"https://scholar.google.com/scholar?cites=3817627998753435733&as_sdt=2005&sciodt=0,5&hl=en",339,2019-09-07 23:54:23,,,,,,,,,70,10,23,3,7
468,ag,60,"E Bonales-Alatorre, I Pottosin, L Shabala, ...","… activity of plasma and vacuolar membrane transporters contributes to genotypic differences in salinity tolerance in a halophyte species, Chenopodium quinoa",2013,International Journal of …,mdpi.com,https://www.mdpi.com/1422-0067/14/5/9267,"https://scholar.google.com/scholar?cites=11492287113333880212&as_sdt=2005&sciodt=0,5&hl=en",340,2019-09-07 23:36:05,,,,,,,,,60,10,15,4,6
713,rest,0,DI Little,Mangrove Restoration and Mitigation After Oil Spills and Development Projects in East Africa and the Middle East,2018,Threats to Mangrove Forests,Springer,https://link.springer.com/chapter/10.1007/978-3-319-73016-5_30,,340,2019-09-07 23:54:23,,,,,,,,,0,0,0,1,1
373,ag,11,"C Gago, AR Sousa, M Juliao, G Miguel, ...",Sustainable use of energy in the storage of halophytes used for food,2011,International Journal of …,academia.edu,http://www.academia.edu/download/7070628/20-624.pdf,"https://scholar.google.com/scholar?cites=14050196358176432969&as_sdt=2005&sciodt=0,5&hl=en",341,2019-09-07 23:36:05,PDF,,,,,,,,11,1.38,2,5,8
793,rest,0,"K Jampasri, S Saeng-ngam",PHYTOREMEDIATION OF HEAVY METAL AND TOTAL PETROLEUM HYDROCARBON CO-CONTAMINATED SOIL UNDER SALINITY CONDITION,,researchgate.net,,https://www.researchgate.net/profile/Kongkeat_Jampasri/publication/319096508_PHYTOREMEDIATION_OF_HEAVY_METAL_AND_TOTAL_PETROLEUM_HYDROCARBON_CO-CONTAMINATED_SOIL_UNDER_SALINITY_CONDITION/links/59905d7d0f7e9bf4fbd56112/PHYTOREMEDIATION-OF-HEAVY-METAL-AND-TOTAL-PETROLEUM-HYDROCARBON-CO-CONTAMINATED-SOIL-UNDER-SALINITY-CONDITION.pdf,,341,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,2,
222,ag,77,"W Megdiche, NB Amor, A Debez, K Hessini, ...",Salt tolerance of the annual halophyte Cakile maritima as affected by the provenance and the developmental stage,2007,Acta physiologiae …,Springer,https://link.springer.com/article/10.1007/s11738-007-0047-0,"https://scholar.google.com/scholar?cites=13516246675943505976&as_sdt=2005&sciodt=0,5&hl=en",342,2019-09-07 23:36:05,,,,,,,,,77,6.42,15,5,12
312,rest,7,"SA Ghazanfar, J Osborne",Conservation through restoration: study of a degraded gravel plain in South Eastern Arabia,2010,Pak. J. Bot,academia.edu,http://www.academia.edu/download/41721056/CONSERVATION_THROUGH_RESTORATION_STUDY_O20160129-30042-1tmbzun.pdf,"https://scholar.google.com/scholar?cites=2451073970434422636&as_sdt=2005&sciodt=0,5&hl=en",342,2019-09-07 23:54:23,PDF,,,,,,,,7,0.78,4,2,9
169,ag,31,"DG Masters, HC Norman, ...",Agricultural systems for saline soil: the potential role of livestock,2005,Asian-Australasian Journal …,ajas.info,https://www.ajas.info/m/makeCookie.php?url=/m/journal/view.php?number=20958,"https://scholar.google.com/scholar?cites=13908554614076621003&as_sdt=2005&sciodt=0,5&hl=en",343,2019-09-07 23:36:05,,,,,,,,,31,2.21,10,3,14
714,rest,0,"N Couto, AR Ferreira, P Guedes, E Mateus…","Remediation potential of caffeine, oxybenzone, and triclosan by the salt marsh plants Spartina maritima and Halimione portulacoides",2018,… Science and Pollution …,Springer,https://link.springer.com/article/10.1007/s11356-018-3042-7,,343,2019-09-07 23:54:23,,,,,,,,,0,0,0,5,1
136,ag,47,"E Rueda‐Puente, T Castellanos, ...",Effects of a Nitrogen‐Fixing Indigenous Bacterium (Klebsiella pneumoniae) on the Growth and Development of the Halophyte Salicornia bigelovii as a New Crop for …,2003,Journal of agronomy …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1046/j.1439-037X.2003.00051.x,"https://scholar.google.com/scholar?cites=13353802230063875493&as_sdt=2005&sciodt=0,5&hl=en",344,2019-09-07 23:36:05,,,,,,,,,47,2.94,16,3,16
392,rest,3,A Pagdee,"Community participation in saline soil restoration using a diverse tree planting technique: A case study of Nongsim sub-district, Borabue, Mahasarakam …",2012,International Journal of Environmental and Rural …,iserd.net,http://iserd.net/ijerd31/31114.pdf,"https://scholar.google.com/scholar?cites=14768449983133563014&as_sdt=2005&sciodt=0,5&hl=en",344,2019-09-07 23:54:23,PDF,,,,,,,,3,0.43,3,1,7
137,ag,8,PS Cocks,A revolution in agriculture is needed if we are to manage dryland salinity and related natural resource issues,2003,… Inc.) pp 0-7.(Victorian Institute for Dryland Agriculture …,regional.org.au,http://www.regional.org.au/au/pdf/asa/2003/plenary_cocks.pdf,"https://scholar.google.com/scholar?cites=3066097670557769569&as_sdt=2005&sciodt=0,5&hl=en",345,2019-09-07 23:36:05,PDF,,,,,,,,8,0.5,8,1,16
393,rest,15,"CMMS Silva, EF Fay",Effect of salinity on soil microorganisms.,2012,Embrapa Meio Ambiente-Capítulo em …,alice.cnptia.embrapa.br,https://www.alice.cnptia.embrapa.br/bitstream/doc/944144/1/2012CL03.pdf,"https://scholar.google.com/scholar?cites=16015562448841168368&as_sdt=2005&sciodt=0,5&hl=en",345,2019-09-07 23:54:23,PDF,,,,,,,,15,2.14,8,2,7
53,rest,1,"GH Holliday, LE Deuel",Hydrocarbon and Produced Water Contaminated Soil and Pit Waste Remediation,1996,SPE Advanced Technology Series,onepetro.org,https://www.onepetro.org/journal-paper/SPE-27174-PA,"https://scholar.google.com/scholar?cites=13406231500064300514&as_sdt=2005&sciodt=0,5&hl=en",346,2019-09-07 23:54:23,,,,,,,,,1,0.04,1,2,23
90,ag,106,X Wen,"JIA Hui xian, PU Lu mei (Gansu Agricultural University, Lanzhou 730070, China); Studies on physiological index of some halophytes [J]",2000,ACTA BOTANICA BOREALI-OCCIDENTALIA SINICA,,,"https://scholar.google.com/scholar?cites=16287211487091733403&as_sdt=2005&sciodt=0,5&hl=en",346,2019-09-07 23:36:05,CITATION,,,,,,,,106,5.58,106,1,19
374,ag,14,"M Gorai, M Neffati","Osmotic adjustment, water relations and growth attributes of the xero-halophyte Reaumuria vermiculata L. (Tamaricaceae) in response to salt stress",2011,Acta Physiologiae Plantarum,Springer,https://link.springer.com/article/10.1007/s11738-010-0677-5,"https://scholar.google.com/scholar?cites=8343620296584139118&as_sdt=2005&sciodt=0,5&hl=en",347,2019-09-07 23:36:05,,,,,,,,,14,1.75,7,2,8
715,rest,0,MNV Prasad,Transgenic Plant Technology for Remediation of Toxic Metals and Metalloids,2018,,books.google.com,https://books.google.com/books?hl=en&lr=&id=pVh7DwAAQBAJ&oi=fnd&pg=PP1&dq=halophyte+restoration+remediation&ots=xhnWTXZ1cP&sig=UtlSNQwBbgP9f6NOzZeKDc_kzls,,347,2019-09-07 23:54:23,BOOK,,,,,,,,0,0,0,1,1
575,ag,14,"S Temel, M Sürmen, M Tan",Effects of growth stages on the nutritive value of specific halophyte species in saline grasslands,2015,The Journal of Animal and Plant …,thejaps.org.pk,http://www.thejaps.org.pk/docs/v-25-05/30.pdf,"https://scholar.google.com/scholar?cites=5174766571840898887&as_sdt=2005&sciodt=0,5&hl=en",348,2019-09-07 23:36:05,PDF,,,,,,,,14,3.5,5,3,4
716,rest,1,"E Mateos-Naranjo, JA Pérez-Romero…",Salinity alleviates zinc toxicity in the saltmarsh zinc-accumulator Juncus acutus,2018,Ecotoxicology and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0147651318306973,"https://scholar.google.com/scholar?cites=14533904022787581806&as_sdt=2005&sciodt=0,5&hl=en",348,2019-09-07 23:54:23,,,,,,,,,1,1,0,3,1
267,ag,4,"J WEN, Y ZHANG, L CAO, H LIU, ...",Investigation and landscape application on the resources of wild ornamental halophyte in Tianjin Binhai Area [J],2008,Hebei Journal of Forestry …,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-HBLY200803028.htm,"https://scholar.google.com/scholar?cites=8421853345343583347&as_sdt=2005&sciodt=0,5&hl=en",349,2019-09-07 23:36:05,,,,,,,,,4,0.36,1,5,11
356,rest,0,"C CHAI, F HE, L WEI, Q YU, C LI…",The Study on Vegetation Restoration Model of Saline Abandoned Farmland in Arid Sandy Regions [J],2011,Research of Soil and …,en.cnki.com.cn,http://en.cnki.com.cn/Article_en/CJFDTotal-STBY201106044.htm,,349,2019-09-07 23:54:23,,,,,,,,,0,0,0,6,8
282,rest,19,SW Breckle,Is sustainable agriculture with seawater irrigation realistic?,2009,Salinity and Water Stress,Springer,https://link.springer.com/chapter/10.1007/978-1-4020-9065-3_19,"https://scholar.google.com/scholar?cites=11961055444246598754&as_sdt=2005&sciodt=0,5&hl=en",350,2019-09-07 23:54:23,,,,,,,,,19,1.9,19,1,10
335,ag,27,"A Eshel, A Zilberstein, C Alekparov, ...",Biomass production by desert halophytes: alleviating the pressure on food production,2010,MA Rosen Perryman …,researchgate.net,https://www.researchgate.net/profile/Dr-Raj/post/Can_anybody_recommend_a_halophyte_plant_crop_for_biomass_to_generate_energy_that_can_be_grown_in_a_Mediterranean_climate/attachment/59d631bd79197b807798f838/AS%3A367407437762560%401464608167194/download/MM.pdf,"https://scholar.google.com/scholar?cites=11375492034060032305&as_sdt=2005&sciodt=0,5&hl=en",350,2019-09-07 23:36:05,PDF,,,,,,,,27,3,7,4,9
630,ag,9,"C Xu, X Tang, H Shao, H Wang",Salinity tolerance mechanism of economic halophytes from physiological to molecular hierarchy for improving food quality,2016,Current genomics,ingentaconnect.com,https://www.ingentaconnect.com/contentone/ben/cg/2016/00000017/00000003/art00006,"https://scholar.google.com/scholar?cites=4937408088605182839&as_sdt=2005&sciodt=0,5&hl=en",351,2019-09-07 23:36:05,,,,,,,,,9,3,2,4,3
717,rest,0,CR Lopardo,Sustainable aquaculture effluent treatment systems utilizing biodegradable plastics through microbial remediation,2018,,search.proquest.com,http://search.proquest.com/openview/8c8fd62f7b5b3fd7a470b25708d28718/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y,,351,2019-09-07 23:54:23,,,,,,,,,0,0,0,1,1
268,ag,38,"A Riasi, MD Mesgaran, MD Stern, ...","… , in situ ruminal degradability and post-ruminal disappearance of dry matter and crude protein from the halophytic plants Kochiascoparia, Atriplexdimorphostegia …",2008,Animal Feed Science and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0377840107002283,"https://scholar.google.com/scholar?cites=5762692068852625294&as_sdt=2005&sciodt=0,5&hl=en",352,2019-09-07 23:36:05,,,,,,,,,38,3.45,10,4,11
610,rest,3,"SR Imadi, SW Shah, AG Kazi, MM Azooz, P Ahmad",Phytoremediation of Saline Soils for Sustainable Agricultural Productivity,2016,Plant Metal Interaction,Elsevier,https://www.sciencedirect.com/science/article/pii/B9780128031582000187,"https://scholar.google.com/scholar?cites=1808678112070657890&as_sdt=2005&sciodt=0,5&hl=en",352,2019-09-07 23:54:23,,,,,,,,,3,1,1,5,3
9,ag,56,JW O'Leary,The role of halophytes in irrigated agriculture,1984,,agris.fao.org,http://agris.fao.org/agris-search/search.do?recordID=US8618834,"https://scholar.google.com/scholar?cites=12743276155545752832&as_sdt=2005&sciodt=0,5&hl=en",353,2019-09-07 23:36:05,CITATION,,,,,,,,56,1.6,56,1,35
768,rest,0,"M Rastogi, M Nandal",Toxic Metals in Industrial Wastewaters and Phytoremediation Using Aquatic Macrophytes for Environmental Pollution Control: An Eco-Remedial Approach,2020,… of Industrial Waste for Environmental Safety,Springer,https://link.springer.com/chapter/10.1007/978-981-13-3426-9_11,,353,2019-09-07 23:54:23,,,,,,,,,0,0,0,2,1
209,rest,163,"MO Mendez, EP Glenn…",Phytostabilization potential of quailbush for mine tailings,2007,Journal of environmental …,dl.sciencesocieties.org,https://dl.sciencesocieties.org/publications/jeq/abstracts/36/1/245,"https://scholar.google.com/scholar?cites=485690421732907013&as_sdt=2005&sciodt=0,5&hl=en",354,2019-09-07 23:54:23,,,,,,,,,163,13.58,54,3,12
336,ag,38,"C Yang, W Guo, D Shi",Physiological roles of organic acids in alkali-tolerance of the alkali-tolerant halophyte Chloris virgata,2010,Agronomy journal,dl.sciencesocieties.org,https://dl.sciencesocieties.org/publications/aj/abstracts/102/4/1081,"https://scholar.google.com/scholar?cites=15310139509921837505&as_sdt=2005&sciodt=0,5&hl=en",354,2019-09-07 23:36:05,,,,,,,,,38,4.22,13,3,9
138,ag,50,HW Koyro,Study of potential cash crop halophytes by a quick check system: Determination of the threshold of salinity tolerance and the ecophysiological demands,2003,Cash crop halophytes: recent studies,Springer,https://link.springer.com/chapter/10.1007/978-94-017-0211-9_1,"https://scholar.google.com/scholar?cites=14654255727604395468&as_sdt=2005&sciodt=0,5&hl=en",355,2019-09-07 23:36:05,,,,,,,,,50,3.13,50,1,16
794,rest,0,"H Goldemund, R Gestler",Phytoremediation Using TreeWell® Technology: An Innovative Approach to Groundwater Remediation at CCR Sites,,flyash.info,,http://www.flyash.info/2019/156-paper.pdf,,355,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,2,
576,ag,62,V Volkov,Salinity tolerance in plants. Quantitative approach to ion transport starting from halophytes and stepping to genetic and protein engineering for manipulating …,2015,Frontiers in Plant Science,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpls.2015.00873,"https://scholar.google.com/scholar?cites=9411225560633084139&as_sdt=2005&sciodt=0,5&hl=en",356,2019-09-07 23:36:05,HTML,,,,,,,,62,15.5,62,1,4
795,rest,0,"L Ming, Q Wo, S Jianguo",Influence of Planting Herbage Reclamation in Saoda Sulphate Meadow Slinge Soil on the Soil Microflora,,en.cnki.com.cn,,http://en.cnki.com.cn/Article_en/CJFDTotal-XJNY503.009.htm,,356,2019-09-07 23:54:23,,,,,,,,,0,0,0,3,
236,rest,34,"R Reboreda, I Caçador, S Pedro…","Mobility of metals in salt marsh sediments colonised by Spartina maritima (Tagus estuary, Portugal)",2008,Challenges to Marine …,Springer,https://link.springer.com/chapter/10.1007/978-1-4020-8808-7_12,"https://scholar.google.com/scholar?cites=9105320292016448927&as_sdt=2005&sciodt=0,5&hl=en",357,2019-09-07 23:54:23,,,,,,,,,34,3.09,9,4,11
416,ag,118,"B Jha, I Gontia, A Hartmann",The roots of the halophyte Salicornia brachiata are a source of new halotolerant diazotrophic bacteria with plant growth-promoting potential,2012,Plant and Soil,Springer,https://link.springer.com/article/10.1007/s11104-011-0877-9,"https://scholar.google.com/scholar?cites=2279491162732131772&as_sdt=2005&sciodt=0,5&hl=en",357,2019-09-07 23:36:05,,,,,,,,,118,16.86,39,3,7
469,ag,8,"Y Ouni, A Lakhdar, M Rabhi, A Smaoui, ...",EFFECTS OF THE HALOPHYTES TECTICORNIA INDICA AND SUAEDA FRUTICOSA ON SOIL ENZYME ACTIVITIES IN A MEDITERRANEAN SABKHA,2013,International journal …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/15226514.2012.687194,"https://scholar.google.com/scholar?cites=5322917172492481352&as_sdt=2005&sciodt=0,5&hl=en",358,2019-09-07 23:36:05,,,,,,,,,8,1.33,2,5,6
796,rest,0,"PR KANNAN, S DEEPA, S VKanth, JR RAO…",STUDIES OV TΗE USE OF SESUVIUM PORTULACASTRUM—PART III: PΗuTOREMEDIATIOV OF SALT COVTAMIVATED SOILS OF TAVVERu …,,researchgate.net,,https://www.researchgate.net/profile/Deepa_Santhanakrishnan/publication/260273446_Studies_on_the_use_of_Sesuvium_Portulacastrum-_part_III_Phytoremediation_of_salt_contaminated_soils_of_tannery_wastewater_discharged_lands/links/0a85e53bd6554b1db9000000.pdf,,358,2019-09-07 23:54:23,PDF,,,,,,,,0,0,0,5,
